"令和5年３月分（４月納付分）からの健康保険・厚生年金保険の保険料額表",,,,,,,,,,
,,,,,,,,,,
,"・健康保険料率：令和5年3月分～　適用　　 　・厚生年金保険料率：平成29年9月分～　適用",,,,,,,,,
,"・介護保険料率：令和5年3月分～　適用 　　  ・子ども・子育て拠出金率：令和2年4月分～　適用",,,,,,,,,
,,,,,,,,,,
"（愛知県）",,,,,,,,,,"（単位：円）"
"標  準  報  酬",,"報  酬  月  額",,,"全国健康保険協会管掌健康保険料",,,,"厚生年金保険料（厚生年金基金加入員を除く）",
,,,,,"介護保険第２号被保険者
に該当しない場合",,"介護保険第２号被保険者
に該当する場合",,"一般、坑内員・船員",
"等級","月  額",,,,0.1001,,0.11829999999999999,,0.183,
,,,,,"全  額","折半額","全  額","折半額","全  額","折半額"
,,"円以上",,"円未満",,,,,,
1,58000,,"～",63000,5805.799999999999,2902.8999999999996,6861.4,3430.7,,
2,68000,63000,"～",73000,6806.799999999999,3403.3999999999996,8044.4,4022.2,,
3,78000,73000,"～",83000,7807.799999999999,3903.8999999999996,9227.4,4613.7,,
"4（1）",88000,83000,"～",93000,8808.8,4404.4,10410.4,5205.2,16104,8052
"5（2）",98000,93000,"～",101000,9809.8,4904.9,11593.4,5796.7,17934,8967
"6（3）",104000,101000,"～",107000,10410.4,5205.2,12303.199999999999,6151.599999999999,19032,9516
"7（4）",110000,107000,"～",114000,11011,5505.5,13012.999999999998,6506.499999999999,20130,10065
"8（5）",118000,114000,"～",122000,11811.8,5905.9,13959.399999999998,6979.699999999999,21594,10797
"9（6）",126000,122000,"～",130000,12612.599999999999,6306.299999999999,14905.8,7452.9,23058,11529
"10（7）",134000,130000,"～",138000,13413.4,6706.7,15852.199999999999,7926.099999999999,24522,12261
"11（8）",142000,138000,"～",146000,14214.199999999999,7107.099999999999,16798.6,8399.3,25986,12993
"12（9）",150000,146000,"～",155000,15015,7507.5,17745,8872.5,27450,13725
"13（10）",160000,155000,"～",165000,16016,8008,18927.999999999996,9463.999999999998,29280,14640
"14（11）",170000,165000,"～",175000,17017,8508.5,20110.999999999996,10055.499999999998,31110,15555
"15（12）",180000,175000,"～",185000,18018,9009,21293.999999999996,10646.999999999998,32940,16470
"16（13）",190000,185000,"～",195000,19019,9509.5,22476.999999999996,11238.499999999998,34770,17385
"17（14）",200000,195000,"～",210000,20020,10010,23659.999999999996,11829.999999999998,36600,18300
"18（15）",220000,210000,"～",230000,22022,11011,26025.999999999996,13012.999999999998,40260,20130
"19（16）",240000,230000,"～",250000,24024,12012,28391.999999999996,14195.999999999998,43920,21960
"20（17）",260000,250000,"～",270000,26026,13013,30757.999999999996,15378.999999999998,47580,23790
"21（18）",280000,270000,"～",290000,28028,14014,33124,16562,51240,25620
