"令和７年３月分（４月納付分）からの健康保険・厚生年金保険の保険料額表",,,,,,,,,,
,,,,,,,,,,
,"・健康保険料率：令和7年3月分～　適用　　 　・厚生年金保険料率：平成29年9月分～　適用",,,,,,,,,
,"・介護保険料率：令和7年3月分～　適用 　　  ・子ども・子育て拠出金率：令和2年4月分～　適用",,,,,,,,,
,,,,,,,,,,
"（福井支部）",,,,,,,,,,"（単位：円）"
"標  準  報  酬",,"報  酬  月  額",,,"全国健康保険協会管掌健康保険料",,,,"厚生年金保険料（厚生年金基金加入員を除く）",
,,,,,"介護保険第２号被保険者
に該当しない場合",,"介護保険第２号被保険者
に該当する場合",,"一般、坑内員・船員",
"等級","月  額",,,,0.09939999999999999,,0.11529999999999999,,0.183,
,,,,,"全  額","折半額","全  額","折半額","全  額","折半額"
,,"円以上",,"円未満",,,,,,
1,58000,,"～",63000,5765.199999999999,2882.5999999999995,6687.399999999999,3343.6999999999994,,
2,68000,63000,"～",73000,6759.199999999999,3379.5999999999995,7840.399999999999,3920.1999999999994,,
3,78000,73000,"～",83000,7753.199999999999,3876.5999999999995,8993.4,4496.7,,
"4（1）",88000,83000,"～",93000,8747.199999999999,4373.599999999999,10146.4,5073.2,16104,8052
"5（2）",98000,93000,"～",101000,9741.199999999999,4870.599999999999,11299.399999999998,5649.699999999999,17934,8967
"6（3）",104000,101000,"～",107000,10337.599999999999,5168.799999999999,11991.199999999999,5995.599999999999,19032,9516
"7（4）",110000,107000,"～",114000,10933.999999999998,5466.999999999999,12682.999999999998,6341.499999999999,20130,10065
"8（5）",118000,114000,"～",122000,11729.199999999999,5864.599999999999,13605.399999999998,6802.699999999999,21594,10797
"9（6）",126000,122000,"～",130000,12524.399999999998,6262.199999999999,14527.799999999997,7263.899999999999,23058,11529
"10（7）",134000,130000,"～",138000,13319.599999999999,6659.799999999999,15450.199999999999,7725.099999999999,24522,12261
"11（8）",142000,138000,"～",146000,14114.799999999997,7057.399999999999,16372.599999999999,8186.299999999999,25986,12993
"12（9）",150000,146000,"～",155000,14909.999999999998,7454.999999999999,17294.999999999996,8647.499999999998,27450,13725
"13（10）",160000,155000,"～",165000,15903.999999999998,7951.999999999999,18447.999999999996,9223.999999999998,29280,14640
"14（11）",170000,165000,"～",175000,16897.999999999996,8448.999999999998,19600.999999999996,9800.499999999998,31110,15555
"15（12）",180000,175000,"～",185000,17891.999999999996,8945.999999999998,20753.999999999996,10376.999999999998,32940,16470
"16（13）",190000,185000,"～",195000,18885.999999999996,9442.999999999998,21906.999999999996,10953.499999999998,34770,17385
"17（14）",200000,195000,"～",210000,19879.999999999996,9939.999999999998,23059.999999999996,11529.999999999998,36600,18300
"18（15）",220000,210000,"～",230000,21867.999999999996,10933.999999999998,25365.999999999996,12682.999999999998,40260,20130
"19（16）",240000,230000,"～",250000,23855.999999999996,11927.999999999998,27671.999999999996,13835.999999999998,43920,21960
"20（17）",260000,250000,"～",270000,25843.999999999996,12921.999999999998,29977.999999999996,14988.999999999998,47580,23790
"21（18）",280000,270000,"～",290000,27831.999999999996,13915.999999999998,32283.999999999996,16141.999999999998,51240,25620
"22（19）",300000,290000,"～",310000,29819.999999999996,14909.999999999998,34589.99999999999,17294.999999999996,54900,27450
"23（20）",320000,310000,"～",330000,31807.999999999996,15903.999999999998,36895.99999999999,18447.999999999996,58560,29280
"24（21）",340000,330000,"～",350000,33795.99999999999,16897.999999999996,39201.99999999999,19600.999999999996,62220,31110
"25（22）",360000,350000,"～",370000,35783.99999999999,17891.999999999996,41507.99999999999,20753.999999999996,65880,32940
"26（23）",380000,370000,"～",395000,37771.99999999999,18885.999999999996,43813.99999999999,21906.999999999996,69540,34770
"27（24）",410000,395000,"～",425000,40753.99999999999,20376.999999999996,47272.99999999999,23636.499999999996,75030,37515
"28（25）",440000,425000,"～",455000,43735.99999999999,21867.999999999996,50731.99999999999,25365.999999999996,80520,40260
"29（26）",470000,455000,"～",485000,46717.99999999999,23358.999999999996,54190.99999999999,27095.499999999996,86010,43005
"30（27）",500000,485000,"～",515000,49699.99999999999,24849.999999999996,57649.99999999999,28824.999999999996,91500,45750
"31（28）",530000,515000,"～",545000,52681.99999999999,26340.999999999996,61108.99999999999,30554.499999999996,96990,48495
"32（29）",560000,545000,"～",575000,55663.99999999999,27831.999999999996,64567.99999999999,32283.999999999996,102480,51240
"33（30）",590000,575000,"～",605000,58645.99999999999,29322.999999999996,68026.99999999999,34013.49999999999,107970,53985
"34（31）",620000,605000,"～",635000,61627.99999999999,30813.999999999996,71485.99999999999,35742.99999999999,113460,56730
"35（32）",650000,635000,"～",665000,64609.99999999999,32304.999999999996,74944.99999999999,37472.49999999999,118950,59475
36,680000,665000,"～",695000,67591.99999999999,33795.99999999999,78403.99999999999,39201.99999999999,,
37,710000,695000,"～",730000,70573.99999999999,35286.99999999999,81862.99999999999,40931.49999999999,"※厚生年金基金に加入している方の",
38,750000,730000,"～",770000,74549.99999999999,37274.99999999999,86474.99999999999,43237.49999999999,"　 厚生年金保険料率は、基金ごとに",
39,790000,770000,"～",810000,78525.99999999999,39262.99999999999,91086.99999999999,45543.49999999999,"　 定められている免除保険料率",
40,830000,810000,"～",855000,82501.99999999999,41250.99999999999,95698.99999999999,47849.49999999999,"   （2.4％～5.0％）を控除した率となり",
41,880000,855000,"～",905000,87471.99999999999,43735.99999999999,101463.99999999999,50731.99999999999,"   ます。",
42,930000,905000,"～",955000,92441.99999999999,46220.99999999999,107228.99999999999,53614.49999999999,,
43,980000,955000,"～",1005000,97411.99999999999,48705.99999999999,112993.99999999999,56496.99999999999,"　 加入する基金ごとに異なりますの",
44,1030000,1005000,"～",1055000,102381.99999999999,51190.99999999999,118758.99999999999,59379.49999999999,"　 で、免除保険料率および厚生年金",
45,1090000,1055000,"～",1115000,108345.99999999999,54172.99999999999,125676.99999999999,62838.49999999999,"　 基金の掛金については、加入する",
46,1150000,1115000,"～",1175000,114309.99999999999,57154.99999999999,132594.99999999997,66297.49999999999,"　 厚生年金基金にお問い合わせ",
47,1210000,1175000,"～",1235000,120273.99999999999,60136.99999999999,139512.99999999997,69756.49999999999,"　 ください。",
48,1270000,1235000,"～",1295000,126237.99999999999,63118.99999999999,146430.99999999997,73215.49999999999,,
49,1330000,1295000,"～",1355000,132201.99999999997,66100.99999999999,153348.99999999997,76674.49999999999,,
50,1390000,1355000,"～",,138165.99999999997,69082.99999999999,160266.99999999997,80133.49999999999,,
,,,,,,,,,,
"◆介護保険第２号被保険者は、40歳から64歳までの方であり、健康保険料率（9.94%）に介護保険料率（1.59%）が加わります。",,,,,,,,,,
"◆等級欄の（　）内の数字は、厚生年金保険の標準報酬月額等級です。",,,,,,,,,,
